"","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","left","promotion_last_5years","sales","salary"
"14740",0.09,0.8,6,301,5,0,1,0,"IT","medium"
"2347",0.59,0.43,3,173,3,0,0,0,"technical","low"
"1393",0.39,0.57,2,157,3,0,1,0,"sales","medium"
"93",0.42,0.48,2,143,3,0,1,0,"sales","low"
"8473",0.23,0.47,4,277,5,0,0,0,"RandD","medium"
"10425",0.75,0.62,5,144,3,0,0,0,"technical","low"
"2060",0.68,0.54,3,251,2,0,0,0,"RandD","medium"
"12322",0.82,0.84,5,244,5,0,1,0,"sales","low"
"4688",0.86,0.72,4,178,2,0,0,0,"hr","high"
"5534",0.45,0.55,5,268,2,0,0,0,"technical","low"
"12523",0.1,0.95,7,289,4,0,1,0,"IT","low"
"7015",0.21,0.62,4,247,3,1,0,0,"product_mng","low"
"5791",0.59,0.57,4,261,2,0,0,0,"IT","high"
"4535",0.7,0.84,6,225,6,0,0,0,"accounting","low"
"14633",0.1,0.94,6,287,4,0,1,0,"technical","medium"
"4404",0.69,0.57,5,227,2,0,0,0,"support","low"
"2551",0.46,0.62,2,187,3,0,0,0,"hr","low"
"8164",0.57,0.69,3,154,2,0,0,0,"RandD","low"
"8632",0.19,0.91,5,145,3,0,0,0,"management","low"
"7992",0.24,0.54,6,193,4,0,0,0,"support","medium"
"1444",0.11,0.88,7,305,4,0,1,0,"product_mng","low"
"11708",0.43,0.66,4,135,2,0,0,0,"IT","high"
"11679",0.27,0.42,6,173,7,0,0,0,"sales","medium"
"6459",0.67,0.76,5,181,3,0,0,0,"support","high"
"6097",0.93,0.73,4,168,2,0,0,0,"product_mng","medium"
"6454",0.82,0.78,5,166,2,0,0,0,"technical","high"
"978",0.11,0.87,5,303,4,0,1,0,"IT","low"
"1558",0.5,0.85,4,138,3,0,1,0,"accounting","medium"
"4489",0.62,0.97,4,266,3,0,0,0,"management","low"
"9458",0.75,0.5,4,166,4,0,0,0,"IT","low"
"9575",0.5,1,3,149,2,0,0,0,"hr","medium"
"587",0.46,0.57,2,152,3,0,1,0,"support","low"
"7356",0.73,0.94,3,251,6,0,0,0,"sales","medium"
"2752",0.78,0.87,3,191,3,1,0,0,"support","medium"
"10669",0.65,0.88,4,173,3,0,0,0,"management","medium"
"8570",0.96,0.48,4,222,3,0,0,0,"sales","medium"
"12745",0.39,0.52,2,134,3,0,1,0,"technical","low"
"10756",0.29,0.91,4,183,4,0,0,0,"RandD","low"
"8843",0.9,0.64,3,163,3,0,0,0,"IT","medium"
"3046",0.9,0.69,4,174,2,0,0,0,"product_mng","low"
"2967",0.73,0.86,4,196,4,1,0,0,"IT","low"
"1140",0.42,0.46,2,132,3,0,1,0,"sales","low"
"7188",0.96,0.62,6,193,4,0,0,0,"sales","medium"
"9880",0.89,0.96,3,122,4,0,0,0,"hr","low"
"7665",0.78,0.97,4,221,4,0,0,0,"hr","low"
"10641",0.85,0.66,4,155,4,0,0,0,"hr","high"
"5931",0.65,0.95,3,266,3,1,0,0,"support","low"
"139",0.74,1,4,249,5,0,1,0,"IT","low"
"4318",0.53,0.99,3,188,3,0,0,0,"technical","high"
"9620",0.68,0.65,3,243,2,0,0,0,"sales","medium"
"626",0.78,0.98,5,263,6,0,1,0,"sales","low"
"6398",0.81,0.75,4,206,3,0,0,0,"IT","medium"
"3921",0.76,0.62,4,157,3,0,0,0,"accounting","medium"
"9185",0.95,0.97,4,203,2,0,0,0,"sales","low"
"7674",0.59,0.68,4,273,2,0,0,0,"technical","low"
"1073",0.53,0.95,6,205,4,0,1,0,"marketing","low"
"7927",0.66,0.89,4,139,3,0,0,0,"product_mng","medium"
"10158",0.22,0.61,4,150,6,0,0,0,"management","medium"
"7980",0.53,0.45,5,140,5,0,0,0,"technical","low"
"6981",0.66,0.98,4,225,2,1,0,0,"hr","medium"
"12808",0.2,0.97,4,237,5,0,0,0,"IT","medium"
"8866",0.58,0.53,4,181,3,1,0,0,"sales","low"
"5369",0.87,0.68,4,217,3,0,0,0,"sales","medium"
"11027",0.86,0.82,4,274,2,1,0,0,"sales","low"
"7556",0.57,0.55,2,173,2,0,0,0,"RandD","low"
"12779",0.1,0.92,7,269,4,0,1,0,"sales","medium"
"1346",0.38,1,5,137,4,0,1,0,"support","low"
"7512",0.84,0.93,3,242,4,0,0,0,"hr","low"
"11703",0.87,0.9,3,174,2,0,0,0,"IT","low"
"14243",0.45,0.57,2,134,3,0,1,0,"hr","low"
"802",0.43,0.55,2,153,3,0,1,0,"technical","medium"
"14152",0.53,0.74,3,172,10,0,0,1,"management","high"
"3159",0.63,0.64,3,174,2,0,0,0,"accounting","medium"
"9383",0.73,0.74,3,221,3,0,0,0,"RandD","high"
"12841",0.38,0.5,3,196,3,0,0,0,"sales","medium"
"4752",0.14,0.83,5,153,5,1,0,0,"sales","medium"
"12668",0.91,0.97,4,274,6,0,1,0,"technical","low"
"7696",0.72,0.81,4,144,2,0,0,0,"IT","low"
"292",0.87,0.84,5,231,5,0,1,0,"IT","low"
"6534",0.87,0.58,3,140,3,1,0,0,"support","medium"
"7535",0.72,0.52,3,143,4,1,0,0,"support","low"
"2730",0.72,0.66,4,202,4,0,0,0,"technical","medium"
"3170",0.72,0.82,5,287,3,0,0,0,"technical","medium"
"7364",0.59,0.48,5,267,3,0,0,0,"technical","medium"
"1700",0.43,0.46,2,126,3,0,1,0,"sales","medium"
"2677",0.5,0.91,5,224,2,1,0,0,"management","medium"
"11412",0.94,0.51,6,239,5,0,0,0,"sales","medium"
"1005",0.09,0.8,6,247,4,0,1,0,"sales","medium"
"2936",0.29,0.48,2,116,6,1,0,0,"hr","low"
"1295",0.44,0.55,2,137,3,0,1,0,"RandD","low"
"8612",0.55,0.57,5,280,6,1,0,0,"IT","medium"
"4634",0.19,0.76,2,158,3,0,0,0,"support","high"
"2209",0.6,0.89,3,167,4,0,0,0,"RandD","medium"
"2564",0.96,0.81,3,212,3,0,0,0,"support","medium"
"11874",0.69,0.87,5,174,3,0,0,0,"support","medium"
"6684",0.51,0.5,2,235,2,0,0,0,"technical","medium"
"11702",0.53,0.73,3,163,3,1,0,0,"IT","low"
"1000",0.37,0.5,2,131,3,0,1,0,"sales","medium"
"7807",0.12,0.82,5,162,4,1,0,0,"sales","medium"
"9247",0.27,0.55,5,121,3,1,0,0,"sales","low"
"12601",0.77,0.98,5,259,6,0,1,0,"product_mng","low"
"3614",0.6,0.95,3,266,3,0,0,0,"sales","medium"
"14364",0.37,0.52,2,143,3,0,1,0,"marketing","low"
"3005",0.42,0.89,6,188,5,1,0,0,"sales","low"
"14273",0.11,0.93,7,308,4,0,1,0,"IT","medium"
"10491",0.5,0.7,4,135,3,0,0,0,"hr","low"
"7646",0.59,0.86,4,260,2,0,0,0,"sales","medium"
"11532",0.67,0.72,2,134,10,0,0,0,"management","high"
"2441",0.8,0.75,3,181,3,0,0,0,"marketing","medium"
"1688",0.4,0.46,2,141,3,0,1,0,"marketing","low"
"9260",0.81,0.75,4,243,2,0,0,0,"sales","low"
"12491",0.53,0.56,4,281,6,0,1,0,"hr","medium"
"6079",0.57,0.65,3,163,2,0,0,0,"support","low"
"3295",0.5,0.7,3,188,2,0,0,0,"sales","low"
"3798",0.65,0.59,4,192,3,0,0,0,"technical","low"
"5502",0.5,0.74,4,246,3,0,0,0,"management","medium"
"12608",0.11,0.88,5,250,4,0,1,0,"RandD","medium"
"6837",0.67,0.81,5,175,6,1,0,0,"technical","medium"
"9131",0.22,0.59,5,162,2,0,0,0,"support","low"
"7883",0.65,0.57,3,168,2,0,0,0,"sales","high"
"11732",0.77,0.82,4,134,3,0,0,1,"sales","low"
"1323",0.78,0.86,4,249,5,0,1,0,"sales","medium"
"8948",0.42,0.73,3,115,6,0,0,0,"sales","high"
"6659",0.95,0.67,3,153,2,0,0,0,"sales","low"
"280",0.82,0.81,4,233,4,1,1,0,"support","low"
"9949",0.8,0.8,4,229,4,0,0,0,"sales","low"
"4446",0.91,0.91,6,167,2,1,0,0,"sales","low"
"11765",0.79,0.65,3,235,10,0,0,0,"technical","low"
"4138",0.94,0.87,3,229,3,0,0,0,"sales","low"
"4813",0.15,0.91,2,207,3,0,0,0,"technical","medium"
"1547",0.73,0.84,5,251,6,0,1,0,"sales","medium"
"13596",0.43,0.38,3,119,2,0,0,0,"sales","low"
"4389",0.81,0.96,4,143,3,1,0,0,"technical","medium"
"1657",0.84,0.85,5,260,5,0,1,0,"support","low"
"3936",0.55,0.57,3,266,2,0,0,0,"technical","medium"
"7087",0.57,0.91,4,252,4,0,0,0,"IT","low"
"11103",0.96,0.82,4,244,3,0,0,0,"support","high"
"1598",0.83,0.95,5,230,5,0,1,0,"IT","medium"
"5179",0.96,0.73,5,169,3,1,0,0,"product_mng","low"
"82",0.38,0.49,2,151,3,0,1,0,"technical","low"
"5133",0.97,0.52,5,149,3,1,0,0,"sales","medium"
"11331",0.94,0.61,3,140,2,0,0,0,"support","medium"
"7175",0.67,0.54,5,157,2,0,0,0,"RandD","medium"
"3438",0.92,0.82,3,185,3,0,0,0,"support","low"
"125",0.46,0.49,2,138,3,0,1,0,"support","low"
"13073",0.12,0.61,6,257,3,0,0,0,"sales","medium"
"3601",0.68,0.41,3,106,6,0,0,0,"sales","low"
"14557",0.1,0.86,6,278,4,0,1,0,"technical","high"
"3010",0.95,0.71,3,251,2,1,0,0,"hr","low"
"11728",0.88,0.88,4,222,3,1,0,1,"sales","medium"
"9656",0.6,0.72,3,181,2,0,0,0,"technical","medium"
"4281",0.82,0.92,5,252,3,0,0,0,"management","medium"
"6683",0.18,0.46,4,249,4,0,0,0,"technical","low"
"9832",0.64,0.81,3,209,3,0,0,0,"management","low"
"86",0.11,0.87,6,305,4,0,1,0,"marketing","low"
"562",0.37,0.53,2,131,3,0,1,0,"sales","low"
"6470",0.59,0.67,3,180,2,0,0,0,"technical","low"
"14512",0.45,0.55,2,151,3,0,1,0,"IT","medium"
"5426",0.5,0.51,3,169,4,0,0,0,"marketing","low"
"869",0.74,0.88,4,248,6,0,1,0,"accounting","low"
"11714",0.63,0.98,4,187,3,0,0,0,"management","high"
"1524",0.42,0.48,2,148,3,1,1,0,"RandD","low"
"8277",0.89,0.93,3,181,3,0,0,0,"hr","low"
"5857",0.64,0.7,5,140,4,0,0,0,"support","medium"
"8511",0.72,0.95,4,230,3,0,0,0,"technical","low"
"1527",0.82,0.9,5,248,5,0,1,0,"RandD","low"
"11723",0.16,0.95,6,117,7,0,0,0,"sales","medium"
"12597",0.86,0.84,5,222,5,0,1,0,"IT","low"
"11997",0.74,0.95,5,266,10,0,0,1,"management","high"
"5389",0.65,0.7,4,233,3,0,0,0,"support","medium"
"11138",0.63,0.57,4,192,3,0,0,0,"technical","high"
"7648",0.34,0.55,3,136,2,1,0,0,"sales","medium"
"10827",0.87,0.48,4,264,3,0,0,0,"IT","medium"
"14787",0.39,0.49,2,129,3,0,1,0,"technical","medium"
"5954",0.83,0.54,4,189,4,0,0,0,"RandD","low"
"12108",0.44,0.5,2,148,3,0,1,0,"accounting","medium"
"10968",0.2,0.99,5,151,3,1,0,0,"support","low"
"3158",0.51,0.63,3,183,2,0,0,0,"sales","medium"
"10029",0.92,0.69,3,139,2,0,0,0,"accounting","low"
"2855",0.74,0.5,5,131,3,0,0,0,"accounting","low"
"12431",0.89,0.65,5,195,6,0,1,0,"support","low"
"3477",0.81,0.76,5,134,2,0,0,0,"technical","low"
"3719",0.82,0.58,4,136,3,0,0,0,"support","medium"
"499",0.44,0.48,2,143,3,0,1,0,"technical","medium"
"7183",1,0.87,4,268,2,0,0,0,"marketing","medium"
"6199",0.58,0.54,4,199,2,0,0,0,"sales","low"
"1169",0.79,0.84,5,245,5,0,1,0,"sales","medium"
"14030",0.66,0.6,3,210,2,0,0,0,"sales","low"
"1113",0.09,0.82,6,251,4,0,1,0,"support","low"
"9830",0.98,0.76,5,168,3,0,0,0,"technical","low"
"11228",0.48,0.93,3,150,10,0,0,0,"technical","low"
"5583",0.66,0.99,4,209,3,0,0,0,"sales","medium"
"12862",0.59,0.69,3,162,3,0,0,0,"technical","low"
"11220",0.48,0.42,2,275,6,1,0,1,"hr","medium"
"2762",0.62,0.85,3,145,3,0,0,0,"sales","medium"
"2508",0.93,0.97,3,256,2,1,0,0,"product_mng","low"
"2101",0.56,0.94,4,215,2,0,0,0,"technical","high"
"2747",0.94,0.9,2,263,3,0,0,0,"RandD","low"
"12381",0.44,0.45,2,156,3,0,1,0,"hr","medium"
"7536",0.45,0.76,4,143,2,1,0,0,"support","medium"
"1193",0.44,0.51,2,129,3,0,1,0,"support","medium"
"6924",0.67,0.73,4,251,3,0,0,0,"support","high"
"12549",0.85,0.82,4,270,5,0,1,0,"sales","low"
"7615",0.87,0.75,3,258,3,0,0,0,"technical","medium"
"7833",0.65,0.78,4,205,2,0,0,0,"support","medium"
"14725",0.11,0.89,6,293,4,0,1,0,"support","low"
"14723",0.53,0.85,2,164,5,0,1,0,"support","low"
"10433",0.73,0.52,4,141,3,0,0,0,"support","medium"
"1788",0.45,0.57,2,138,3,0,1,0,"hr","medium"
"10127",0.93,0.71,4,272,2,0,0,0,"support","medium"
"7434",0.2,0.8,6,251,5,0,0,0,"accounting","medium"
"14650",0.77,0.9,4,237,5,0,1,0,"support","low"
"8054",0.93,0.59,3,233,3,0,0,0,"technical","low"
"3844",0.26,0.69,2,168,5,0,0,0,"accounting","medium"
"10586",0.79,0.77,3,201,6,1,0,0,"support","medium"
"13781",0.59,0.47,3,159,4,0,0,0,"product_mng","low"
"1542",0.61,0.46,5,220,4,0,1,0,"sales","low"
"6591",0.66,0.76,3,207,2,0,0,0,"accounting","low"
"12201",0.9,0.82,5,259,5,0,1,0,"support","low"
"10070",0.96,0.73,4,273,2,0,0,0,"product_mng","low"
"10899",0.88,0.85,3,220,3,0,0,0,"management","medium"
"9375",0.99,0.99,3,228,4,0,0,0,"IT","low"
"12019",0.45,0.51,2,160,3,1,1,1,"sales","low"
"6008",0.67,0.58,5,161,3,1,0,0,"support","low"
"4879",0.53,0.52,3,233,4,0,0,0,"IT","low"
"10789",0.6,0.73,5,241,3,0,0,0,"sales","high"
"8148",0.66,0.99,3,183,2,0,0,0,"technical","medium"
"6204",0.7,0.93,4,241,3,0,0,0,"sales","low"
"4977",0.73,0.53,3,205,2,0,0,0,"sales","medium"
"10083",0.73,1,2,229,3,0,0,0,"marketing","medium"
"131",0.1,0.83,6,292,4,0,1,0,"support","low"
"13715",0.64,0.63,3,156,6,1,0,0,"support","low"
"6234",0.55,0.69,5,193,2,0,0,0,"support","low"
"7383",0.54,0.71,5,253,2,1,0,0,"support","high"
"10829",0.62,0.7,2,134,3,0,0,0,"product_mng","low"
"6766",0.96,1,5,152,4,0,0,0,"support","low"
"6616",0.52,0.98,4,272,2,0,0,0,"support","low"
"8505",0.61,0.62,4,269,4,0,0,0,"accounting","medium"
"1914",0.42,0.57,2,147,3,1,1,0,"management","low"
"12060",0.85,1,4,225,5,0,1,0,"technical","low"
"12789",0.16,0.73,4,197,2,0,0,0,"technical","low"
"4004",0.58,0.73,5,162,3,1,0,0,"technical","medium"
"13356",0.89,0.97,4,147,2,0,0,0,"technical","low"
"3559",0.82,0.67,3,213,2,0,0,0,"support","low"
"10637",0.83,0.71,3,234,4,0,0,0,"accounting","high"
"12873",0.49,0.37,5,246,3,0,0,0,"support","medium"
"13688",0.5,0.53,3,142,3,1,0,0,"product_mng","medium"
"14162",0.49,0.88,4,244,3,0,0,0,"sales","low"
"9340",0.96,0.76,4,152,3,1,0,0,"accounting","low"
"1875",0.7,0.84,6,161,4,0,1,0,"technical","low"
"10233",0.32,0.87,4,179,4,0,0,0,"technical","medium"
"4844",0.7,0.98,4,176,5,0,0,0,"technical","low"
"10081",0.54,0.42,6,218,3,0,0,0,"technical","medium"
"7846",0.18,0.87,6,226,4,0,0,0,"IT","high"
"5626",0.64,0.57,3,179,3,0,0,0,"support","medium"
"4986",0.49,0.81,4,233,3,0,0,0,"sales","low"
"12364",0.72,0.96,5,267,5,0,1,0,"technical","low"
"12197",0.27,0.54,7,278,3,0,1,0,"technical","low"
"12761",0.1,0.9,7,290,4,0,1,0,"sales","low"
"4097",0.5,0.69,4,177,2,0,0,0,"support","low"
"148",0.11,0.87,6,306,4,0,1,0,"IT","low"
"7503",0.96,0.61,4,199,3,0,0,0,"sales","low"
"7733",0.39,0.68,2,137,3,1,0,0,"sales","low"
"2474",0.48,0.53,4,271,3,0,0,0,"hr","low"
"1531",0.83,0.98,4,249,5,0,1,0,"support","low"
"1994",0.38,0.53,2,140,3,0,1,0,"sales","low"
"7472",0.42,0.77,3,270,3,0,0,0,"product_mng","low"
"2893",0.58,0.56,3,151,2,0,0,0,"product_mng","low"
"1474",0.09,0.96,6,245,4,0,1,0,"sales","medium"
"12956",0.15,0.81,3,191,5,0,0,0,"management","medium"
"14178",0.92,0.65,3,176,3,0,0,0,"IT","low"
"14716",0.78,0.83,4,217,6,0,1,0,"support","medium"
"11701",0.7,0.88,3,159,2,0,0,0,"IT","high"
"9014",0.35,0.78,5,275,4,0,0,0,"marketing","low"
"7796",0.83,0.64,5,272,2,0,0,0,"sales","medium"
"874",0.78,1,5,220,5,0,1,0,"technical","low"
"12442",0.36,0.78,2,151,4,0,1,0,"technical","low"
"6139",0.53,0.84,4,219,2,0,0,0,"hr","high"
"2382",0.15,0.53,4,205,5,1,0,0,"sales","low"
"7217",0.72,0.62,4,252,2,1,0,0,"technical","medium"
"11726",0.16,0.63,6,286,7,0,0,1,"sales","medium"
"6970",0.54,0.58,3,234,3,0,0,0,"sales","medium"
"1302",0.46,0.48,2,161,3,0,1,0,"technical","low"
"14418",0.77,0.99,5,228,5,0,1,0,"support","low"
"13461",0.75,0.84,5,222,3,1,0,0,"IT","medium"
"6005",0.82,0.88,4,259,3,0,0,0,"support","low"
"8427",0.86,0.92,3,162,3,1,0,0,"accounting","medium"
"477",0.11,0.87,5,271,4,0,1,0,"sales","low"
"12249",0.87,0.91,4,228,5,0,1,0,"sales","low"
"1360",0.46,0.46,2,145,3,0,1,0,"IT","high"
"13056",0.51,0.86,4,260,3,1,0,0,"marketing","low"
"11459",0.71,0.37,2,179,5,0,0,1,"support","low"
"12433",0.44,0.51,2,150,3,0,1,0,"support","low"
"181",0.4,0.47,2,146,3,0,1,0,"sales","medium"
"4810",0.86,0.53,4,160,2,1,0,0,"sales","medium"
"4507",0.74,0.7,5,135,2,0,0,1,"accounting","medium"
"6200",0.81,0.51,4,271,2,0,0,0,"sales","low"
"13565",0.36,0.73,2,111,2,0,0,0,"sales","low"
"1127",0.88,0.87,4,235,6,0,1,0,"management","low"
"1128",0.1,0.85,7,261,4,0,1,0,"IT","medium"
"9686",0.56,0.47,5,185,4,0,0,0,"product_mng","medium"
"4582",0.52,0.91,4,187,2,0,0,0,"sales","medium"
"10349",0.84,0.79,2,150,3,0,0,0,"technical","low"
"11552",0.95,0.48,4,225,3,0,0,0,"sales","medium"
"7323",0.82,0.73,3,183,3,0,0,0,"IT","low"
"11051",0.72,0.54,4,219,2,0,0,0,"technical","medium"
"9416",0.25,0.76,6,182,3,0,0,0,"accounting","low"
"10071",0.48,0.7,3,251,3,0,0,0,"IT","low"
"1269",0.36,0.55,2,134,3,0,1,0,"support","low"
"11617",0.62,0.4,3,158,8,1,0,0,"marketing","low"
"3861",0.88,0.89,2,160,4,0,0,0,"support","low"
"6583",0.15,0.68,5,246,2,0,0,0,"sales","low"
"7470",0.52,0.41,3,283,3,0,0,0,"IT","low"
"3117",0.56,0.7,3,214,2,0,0,0,"IT","medium"
"11012",0.21,0.7,3,238,8,0,0,0,"technical","medium"
"1750",0.09,0.91,6,243,4,0,1,0,"product_mng","high"
"3782",0.63,0.79,4,228,4,0,0,0,"technical","low"
"14890",0.36,0.51,2,130,3,0,1,0,"sales","low"
"14000",0.82,0.56,2,227,5,1,0,0,"management","high"
"1639",0.42,0.55,2,146,3,0,1,0,"hr","low"
"3866",0.6,0.82,4,272,3,0,0,0,"support","low"
"11664",0.63,0.52,5,209,8,1,0,0,"RandD","low"
"11699",0.62,0.73,3,245,4,0,0,0,"IT","low"
"2942",0.67,0.52,2,102,6,0,0,0,"technical","low"
"12759",0.39,0.54,2,127,3,0,1,0,"sales","low"
"6796",0.58,0.77,3,180,2,0,0,0,"accounting","high"
"9224",0.68,0.55,6,181,3,0,0,0,"IT","medium"
"3862",0.79,0.83,2,192,3,0,0,0,"support","low"
"6411",0.85,0.5,3,168,2,1,0,0,"marketing","medium"
"10556",0.75,0.9,3,140,3,0,0,0,"sales","low"
"12886",0.72,0.79,3,221,3,0,0,0,"product_mng","high"
"2543",0.94,0.82,3,187,3,0,0,0,"sales","low"
"1779",0.85,0.9,2,168,2,0,1,0,"sales","medium"
"8371",0.23,0.75,6,220,3,0,0,0,"support","medium"
"14573",0.76,0.9,4,263,5,0,1,0,"support","low"
"6556",0.19,0.8,5,203,6,0,0,0,"product_mng","medium"
"7717",0.74,0.95,4,237,3,1,0,0,"marketing","medium"
"13995",0.66,0.79,5,134,3,0,0,0,"management","high"
"5193",0.73,0.88,4,236,3,1,0,0,"technical","low"
"7897",0.61,0.62,3,191,3,0,0,0,"technical","low"
"9169",0.57,0.96,5,203,4,0,0,0,"sales","low"
"14924",0.43,0.5,2,148,3,0,1,0,"support","low"
"213",0.88,1,5,219,5,0,1,0,"technical","low"
"10198",0.5,0.4,2,108,2,0,0,0,"technical","medium"
"11453",0.82,0.51,2,268,2,0,0,0,"management","high"
"4116",0.83,0.88,5,171,3,1,0,0,"IT","medium"
"13328",0.6,0.79,4,262,3,0,0,0,"sales","low"
"8983",0.47,0.44,5,255,5,1,0,0,"support","low"
"5477",0.83,0.67,4,139,3,0,0,0,"technical","medium"
"617",0.39,0.49,2,144,3,0,1,0,"marketing","medium"
"5448",0.5,0.75,5,179,3,0,0,0,"accounting","low"
"6629",0.49,0.97,4,166,5,0,0,0,"product_mng","low"
"10886",0.73,0.94,4,262,3,0,0,0,"support","low"
"14950",0.42,0.57,2,147,3,1,1,0,"management","low"
"2338",0.57,0.48,4,161,3,0,0,0,"support","medium"
"5058",0.77,0.58,4,243,4,1,0,1,"sales","medium"
"13573",0.87,0.48,5,242,3,0,0,0,"sales","medium"
"3584",0.98,0.65,4,216,4,0,0,0,"RandD","medium"
"5299",0.21,0.85,5,153,3,0,0,0,"hr","low"
"14504",0.41,0.49,2,146,3,0,1,0,"IT","low"
"7903",0.64,0.78,5,200,3,0,0,0,"technical","medium"
"9614",0.81,0.54,4,155,4,0,0,0,"accounting","high"
"5192",0.52,0.96,4,246,3,0,0,0,"support","low"
"11876",0.42,0.47,6,174,5,0,0,0,"technical","low"
"14522",0.1,0.93,7,305,4,0,1,0,"technical","medium"
"1242",0.43,0.53,2,148,3,0,1,0,"sales","medium"
"11064",0.8,0.86,3,203,3,0,0,0,"support","medium"
"2620",0.88,0.86,4,224,3,1,0,0,"sales","low"
"2420",0.97,0.66,6,164,5,0,0,0,"support","low"
"14062",0.16,0.7,3,178,3,1,0,0,"technical","low"
"10954",0.66,0.76,3,170,3,0,0,0,"technical","low"
"3454",0.8,0.94,4,200,4,0,0,0,"sales","medium"
"6169",0.82,0.5,3,198,4,0,0,0,"IT","medium"
"5113",0.2,0.53,6,189,4,0,0,0,"marketing","medium"
"11104",0.77,0.81,4,164,3,0,0,0,"technical","high"
"10706",1,0.86,4,245,4,0,0,0,"sales","medium"
"4557",0.23,0.67,4,163,5,0,0,1,"support","low"
"1860",0.43,0.57,2,129,3,0,1,0,"sales","medium"
"6331",0.56,0.56,3,162,2,0,0,0,"RandD","high"
"4279",0.83,0.88,3,217,2,1,0,0,"support","high"
"13496",0.9,0.51,4,137,6,0,0,0,"sales","medium"
"2507",0.17,0.76,4,171,5,0,0,0,"product_mng","low"
"7501",0.62,0.6,4,170,2,0,0,0,"sales","low"
"14021",0.93,0.51,4,110,3,0,0,0,"product_mng","low"
"9274",0.5,0.64,3,249,2,1,0,0,"technical","low"
"2789",0.16,0.97,6,235,3,0,0,0,"technical","low"
"5759",0.71,0.76,3,246,3,0,0,0,"hr","low"
"14536",0.37,0.45,2,131,3,0,1,0,"sales","low"
"8012",0.66,0.93,4,187,2,0,0,0,"RandD","low"
"5367",0.89,0.93,4,245,4,0,0,0,"sales","medium"
"7233",0.97,0.67,4,223,3,0,0,0,"support","low"
"4084",0.96,0.83,4,132,6,0,0,0,"technical","high"
"4430",0.76,0.57,5,139,4,0,0,0,"sales","medium"
"3889",0.98,0.66,3,199,3,0,0,0,"RandD","medium"
"13419",0.49,0.65,4,233,7,0,0,0,"sales","medium"
"8294",0.89,0.64,4,237,2,0,0,0,"support","medium"
"2284",0.84,0.79,4,259,3,0,0,0,"RandD","medium"
"8396",0.63,0.77,5,210,3,0,0,0,"RandD","medium"
"8484",0.77,0.68,3,225,2,0,0,0,"sales","low"
"9512",0.5,0.53,3,121,4,0,0,0,"support","low"
"3453",0.77,0.8,3,207,3,0,0,0,"sales","low"
"14246",0.84,0.87,4,246,6,0,1,0,"hr","low"
"13748",0.56,0.98,5,171,3,1,0,0,"sales","low"
"3930",0.73,0.62,4,210,4,0,0,0,"technical","medium"
"897",0.44,0.56,2,134,3,0,1,0,"technical","medium"
"9675",0.87,0.57,3,149,3,0,0,0,"support","low"
"3927",0.58,0.63,4,159,3,0,0,0,"technical","medium"
"5497",0.65,0.56,3,259,3,0,0,0,"marketing","medium"
"4941",0.99,0.71,4,232,3,0,0,0,"support","medium"
"6258",0.19,0.63,5,206,6,0,0,0,"RandD","medium"
"4624",0.39,0.99,6,235,6,0,0,0,"technical","medium"
"14587",0.73,0.99,5,262,5,0,1,0,"product_mng","medium"
"12045",0.09,0.89,6,276,4,0,1,0,"technical","low"
"11674",0.93,0.6,3,188,3,0,0,0,"marketing","high"
"2711",0.9,0.47,2,107,6,1,0,0,"technical","low"
"12405",0.76,0.87,5,245,5,0,1,0,"sales","low"
"11847",0.76,0.62,5,230,3,1,0,0,"marketing","low"
"4857",0.77,0.96,6,225,4,0,0,0,"support","medium"
"10080",0.64,0.86,4,143,2,0,0,0,"support","medium"
"11031",0.73,0.61,4,260,2,1,0,0,"sales","low"
"1133",0.77,0.87,4,150,4,0,1,0,"product_mng","low"
"12481",0.37,0.49,2,151,3,0,1,0,"sales","low"
"8686",0.79,0.57,3,168,2,0,0,0,"technical","medium"
"1518",0.45,0.5,2,145,3,0,1,0,"product_mng","medium"
"7639",0.69,0.36,5,269,6,1,0,0,"marketing","medium"
"13066",0.59,0.72,3,182,3,0,0,0,"sales","medium"
"5604",0.52,0.49,3,146,2,1,0,0,"accounting","medium"
"10576",0.59,0.73,2,230,3,0,0,0,"technical","low"
"8383",0.31,0.57,4,200,4,0,0,0,"IT","medium"
"10360",0.24,0.65,4,248,3,0,0,0,"support","medium"
"3610",0.95,0.71,3,263,2,1,0,0,"sales","medium"
"413",0.45,0.53,2,138,3,0,1,0,"accounting","medium"
"5042",0.97,0.63,4,151,3,0,0,1,"management","medium"
"1948",0.72,0.84,5,257,5,0,1,0,"technical","medium"
"11347",0.98,0.7,3,153,10,0,0,0,"management","high"
"3656",0.69,0.7,3,212,2,0,0,0,"product_mng","medium"
"14549",0.44,0.51,2,140,3,0,1,0,"hr","medium"
"7544",0.81,0.66,3,160,2,0,0,0,"IT","medium"
"11734",0.74,0.74,5,160,3,1,0,0,"sales","high"
"8625",0.77,0.95,3,192,4,1,0,0,"RandD","medium"
"12776",0.39,0.57,2,158,3,0,1,0,"sales","low"
"11148",0.57,0.59,4,250,2,0,0,0,"support","low"
"9961",0.51,0.79,5,222,2,0,0,0,"technical","low"
"5776",0.86,0.69,5,157,4,0,0,0,"support","low"
